Time_s,Gyro_X,Gyro_Y,Gyro_Z
269.109,4.057,22.956,-0.829
269.129,11.809,11.25,-12.127
269.149,4.726,6.878,-8.458
269.169,11.676,11.071,3.851
269.189,14.09,9.622,-11.67
269.209,25.653,13.72,-21.037
269.229,11.535,17.771,-9.776
269.249,13.903,6.551,-6.658
269.269,8.012,13.606,-14.928
269.289,15.028,13.686,-15.184
269.309,14.506,9.874,0.403
269.329,12.913,6.541,-25.805
269.349,5.86,30.021,-15.828
269.369,13.436,32.382,-11.025
269.389,6.503,10.812,-19.812
269.409,8.519,17.958,-8.065
269.429,12.529,22.252,-12.353
269.449,1.668,15.842,-16.498
269.469,-1.515,-3.002,-13.222
269.489,-7.318,7.706,-17.713
269.509,-5.856,9.045,-10.546
269.529,9.021,6.697,-22.431
269.549,-0.792,-1.923,-8.387
269.569,3.726,-1.27,-23.587
269.589,-11.381,6.939,-0.282
269.609,-19.748,-26.41,-3.193
269.629,-5.027,1.697,-16.945
269.649,-4.166,-5.266,-24.922
269.669,-12.799,-10.416,-22.223
269.689,-14.261,-22.963,-8.795
269.709,-12.023,-19.318,-7.049
269.729,-3.193,-7.214,-2.643
269.749,-8.383,-29.373,-13.048
269.769,-14.077,-0.623,-10.575
269.789,-17.393,-29.075,-0.145
269.809,-27.902,-16.852,-6.656
269.829,-22.733,-9.851,-7.657
269.849,-7.074,4.243,-2.957
269.869,-13.228,-8.521,6.814
269.889,-22.944,-23.213,4.79
269.909,-13.738,-9.545,10.031
269.929,-18.356,-20.635,6.956
269.949,-3.136,-16.181,11.072
269.969,-25.224,-12.313,3.685
269.989,-12.542,-6.499,6.078
270.009,-0.951,-0.924,0.085
270.029,-19.341,4.515,13.52
270.049,-20.315,-11.531,14.345
270.069,-17.194,-5.632,5.942
270.089,-2.255,4.015,9.239
270.109,3.437,-6.689,10.541
270.129,-5.895,10.774,4.797
270.149,-4.091,6.423,18.084
270.169,-1.086,-9.467,22.812
270.189,-0.32,5.29,7.482
270.209,-1.238,1.744,24.378
270.229,2.573,14.765,20.025
270.249,8.155,19.378,25.423
270.269,-4.181,22.838,3.188
270.289,5.948,5.8,2.794
270.309,7.392,11.145,18.441
270.329,16.343,13.831,16.7
270.349,20.524,15.972,11.604
270.369,16.706,12.791,13.893
270.389,20.571,24.69,20.73
270.409,5.425,19.487,9.886
270.429,20.488,17.698,8.425
270.449,19.974,9.348,7.534
270.469,5.375,2.967,-0.951
270.489,6.449,14.632,1.641
270.509,18.245,2.481,9.417
270.529,11.841,12.241,7.26
270.549,7.767,8.742,6.982
270.569,20.564,-5.203,6.092
270.589,9.398,-3.55,-0.105
270.609,15.537,7.403,1.566
270.629,18.01,-2.343,9.391
270.649,4.461,-5.885,5.775
270.669,8.859,-6.757,-12.411
270.689,16.931,-8.155,0.305
270.709,-5.762,-11.059,-2.782
270.729,5.111,-10.167,8.057
270.749,8.751,-1.367,-0.116
270.769,-2.919,-11.115,-0.024
270.789,9.347,0.482,-2.458
270.809,-2.86,-10.355,-24.511
270.829,6.617,-16.088,-17.747
270.849,-3.823,-17.665,-20.908
270.869,-12.973,-5.118,-11.117
270.889,-6.381,-15.77,-11.501
270.909,-6.706,-21.116,-7.702
270.929,-18.789,-10.038,-15.219
270.949,0.228,-14.115,-10.665
270.969,-5.581,-26.939,-22.526
270.989,-17.779,-27.482,-14.259
271.009,-16.039,-19.084,-7.272
271.029,-10.526,-21.92,-7.598
271.049,-4.684,-16.99,-10.553
271.069,-15.577,-21.355,-9.913
271.089,-11.093,-17.572,-9.713
271.109,-15.635,-9.738,-20.254
271.129,-2.96,-6.825,-15.485
271.149,-16.95,3.451,-9.79
271.169,-22.11,0.611,-24.995
271.189,-7.56,8.827,-13.627
271.209,-19.157,4.819,-19.943
271.229,-12.636,-1.189,-8.951
271.249,-11.287,7.688,-16.211
271.269,-11.463,6.894,-13.135
271.289,-13.772,15.755,-5.78
271.309,-14.092,13.293,3.747
271.329,-10.728,10.356,-4.253
271.349,-12.077,17.963,-21.422
271.369,3.409,8.228,1.073
271.389,-11.5,19.947,-13.043
271.409,5.121,12.991,-6.897
271.429,-4.862,17.08,2.053
271.449,-2.019,7.405,1.16
271.469,5.068,4.543,0.885
271.489,9.689,18.059,4.179
271.509,3.305,22.512,4.209
271.529,8.205,5.201,12.22
271.549,25.046,2.075,7.767
271.569,10.847,16.28,24.96
271.589,20.174,6.08,4.045
271.609,0.716,20.403,-3.618
271.629,-1.154,12.452,11.458
271.649,14.293,5.014,16.192
271.669,18.532,4.68,8.299
271.689,-0.414,-6.751,21.303
271.709,23.819,1.75,21.236
271.729,21.302,-12.478,-0.043
271.749,8.88,-3.214,21.78
271.769,9.186,6.42,-2.364
271.789,7.763,-8.013,14.404
271.809,8.402,-7.829,18.827
271.829,20.016,-1.517,3.106
271.849,13.865,-26.177,12.233
271.869,1.495,-4.257,6.463
271.889,8.26,-15.623,22.78
271.909,17.976,-7.245,15.425
271.929,3.946,-31.465,14.5
271.949,15.194,-6.919,10.65
271.969,12.976,-18.069,26.597
271.989,5.29,-8.073,3.88
272.009,2.033,-26.53,9.293
272.029,7.591,-11.989,5.686
272.049,-10.188,-32.225,0.599
272.069,5.986,-5.474,-0.646
272.089,-7.914,-5.662,9.303
272.109,-3.796,-14.013,-0.667
272.129,-8.339,-24.176,17.972
272.149,-2.783,-0.987,16.741
272.169,-18.467,-10.939,-3.853
272.189,-18.273,-7.683,-3.9
272.209,-6.974,-0.466,-13.328
272.229,-8.726,5.624,-4.385
272.249,-14.843,-7.376,5.065
272.269,-15.196,-16.455,-1.476
272.289,2.094,14.957,1.286
272.309,-21.213,5.027,-6.181
272.329,-2.807,9.324,-11.916
272.349,-14.083,8.836,-14.857
272.369,-30.024,11.582,-6.289
272.389,1.009,14.283,-13.746
272.409,-20.299,8.679,-8.328
272.429,-2.982,17.189,-21.476
272.449,-16.413,18.597,-5.148
272.469,-9.04,24.537,-10.745
272.489,-10.572,16.39,-10.079
272.509,-16.529,10.165,-20.197
272.529,-4.009,1.215,-15.558
272.549,-5.861,16.334,-14.638
272.569,-16.085,14.104,-13.752
272.589,-0.846,5.789,-14.306
272.609,-5.688,5.802,-13.421
272.629,-2.447,2.068,-20.093
272.649,0.156,12.095,-12.961
272.669,6.47,-7.093,-9.514
272.689,3.704,12.269,-18.495
272.709,-2.099,11.974,-13.77
272.729,1.671,-2.389,-7.293
272.749,-0.184,-2.363,-13.078
272.769,13.064,6.738,-14.3
272.789,5.844,-5.984,-4.786
272.809,6.083,-12.338,-26.588
272.829,9.901,-9.844,-14.215
272.849,12.744,-19.415,-11.584
272.869,15.17,0.461,-2.497
272.889,27.107,-21.925,-19.472
272.909,8.19,-12.391,-15.291
272.929,16.645,-22.587,-3.85
272.949,14.836,-10.593,-3.701
272.969,14.857,-9.229,-6.395
272.989,7.93,-7.889,-4.476
273.009,14.898,-17.138,-8.722
273.029,16.112,-27.185,11.521
273.049,14.548,-22.896,10.411
273.069,20.692,-20.718,-9.273
273.089,7.34,-12.234,13.966
273.109,7.487,-23.798,2.052
273.129,6.367,-9.367,1.471
273.149,5.122,-13.952,14.352
273.169,15.038,-15.047,4.102
273.189,20.022,-7.825,22.483
273.209,7.916,9.376,15.795
273.229,5.716,-3.799,0.458
273.249,-8.15,-1.511,17.776
273.269,8.312,8.696,10.451
273.289,-3.888,3.934,4.693
273.309,4.828,8.886,12.286
273.329,1.223,15.009,7.402
273.349,1.075,10.746,9.333
273.369,-12.065,13.855,20.427
273.389,-11.468,22.205,10.593
273.409,-3.478,8.726,4.447
273.429,-22.566,13.826,7.233
273.449,-10.921,23.611,9.639
273.469,-16.889,19.878,0.194
273.489,-5.84,20.108,3.194
273.509,-18.092,13.22,6.936
273.529,-19.195,17.131,6.927
273.549,-18.285,3.914,13.809
273.569,-24.915,9.023,8.967
273.589,-11.181,10.124,21.248
273.609,-16.258,7.713,11.458
273.629,-13.493,12.526,3.358
273.649,-15.15,10.291,-0.11
273.669,-6.56,16.892,6.526
273.689,-8.502,19.088,1.545
273.709,-19.334,21.242,-8.551
273.729,-8.693,2.71,-2.298
273.749,-7.437,-3.042,2.389
273.769,-8.04,-9.028,12.396
273.789,-14.71,6.862,14.549
273.809,-9.611,-3.992,4.857
273.829,-7.558,-10.338,-18.613
273.849,-10.042,-2.055,-4.837
273.869,-3.113,-17.952,-15.738
273.889,-3.889,-8.881,-9.805
273.909,2.639,-18.124,1.168
273.929,-1.292,-22.222,-12.65
273.949,2.154,-23.168,-17.378
273.969,14.447,-18.703,-23.253
273.989,23.023,-14.113,-1.627
274.009,0.703,-9.11,-11.701
274.029,7.085,-27.621,-8.159
274.049,4.577,-17.57,-7.674
274.069,14.425,-1.962,-22.335
274.089,6.734,-9.742,-18.404
274.109,3.155,-8.769,-3.94
274.129,11.71,-4.677,-5.144
274.149,7.212,-11.17,-14.345
274.169,18.246,-18.343,-5.261
274.189,15.669,-10.26,-7.352
274.209,26.917,-12.41,-2.13
274.229,16.914,-11.363,-11.35
274.249,9.801,-10.312,-25.297
274.269,-3.942,5.064,-17.84
274.289,2.203,5.689,-2.499
274.309,5.629,0.59,-14.399
274.329,22.253,-1.677,-19.584
274.349,-0.135,8.414,-16.578
274.369,-1.152,10.521,-18.53
274.389,15.037,6.672,-8.841
274.409,6.205,9.955,-19.78
274.429,-7.12,2.766,-3.612
274.449,6.342,5.548,-9.795
274.469,-0.68,10.319,-14.971
274.489,4.234,10.258,1.095
274.509,9.878,-1.25,-9.3
274.529,2.693,11.388,2.911
274.549,8.009,22.32,3.463
274.569,-0.751,26.635,7.905
274.589,-7.538,22.381,5.832
274.609,-11.118,7.207,11.217
274.629,-5.271,23.794,6.523
274.649,-14.103,7.608,6.975
274.669,-6.25,15.289,-0.709
274.689,-14.674,7.225,-1.044
274.709,-0.024,16.574,8.43
274.729,-5.086,11.864,4.683
274.749,-21.259,8.246,18.167
274.769,-22.812,13.966,-1.953
274.789,-18.414,-2.449,17.889
274.809,-1.287,6.9,1.739
274.829,-16.86,4.17,-1.248
274.849,-20.06,17.461,16.377
274.869,-16.017,-11.362,3.044
274.889,-17.962,-5.351,2.799
274.909,-14.679,-10.263,5.548
274.929,-7.977,-21.893,-0.379
274.949,-25.363,-9.334,23.157
274.969,-22.11,-31.951,34.115
274.989,-0.595,-17.852,16.561
275.009,-8.737,-24.386,19.267
275.029,-9.146,-23.101,26.587
275.049,-10.173,-17.422,10.279
275.069,-9.314,-19.006,13.703
275.089,-9.654,9.107,26.136
275.109,-10.41,-23.35,10.475
275.129,-3.388,-26.02,11.444
275.149,1.328,-1.877,17.792
275.169,-2.949,-14.641,1.944
275.189,1.171,-19.32,8.672
275.209,1.826,-6.176,6.951
275.229,-3.709,-21.128,18.35
275.249,0.849,1.384,13.193
275.269,9.008,-11.434,5.019
275.289,6.123,-11.923,-6.552
275.309,3.152,-16.143,6.686
275.329,23.179,-10.877,-2.618
275.349,14.338,3.698,11.256
275.369,1.375,2.461,5.875
275.389,7.753,-2.232,-3.305
275.409,11.999,-0.052,-1.723
275.429,9.477,5.979,-14.83
275.449,27.551,-3.966,7.812
275.469,28.115,6.196,-7.203
275.489,10.005,7.042,-12.385
275.509,17.472,2.186,-9.641
275.529,8.371,17.127,-11.383
275.549,20.777,13.462,-22.535
275.569,12.934,6.812,-13.801
275.589,13.285,1.574,-11.597
275.609,23.585,16.195,3.464
275.629,-1.25,11.525,-12.084
275.649,23.796,3.662,-27.359
275.669,16.47,16.45,1.965
275.689,10.4,5.451,-12.447
275.709,21.875,17.443,-15.07
275.729,17.065,4.634,-19.421
275.749,6.998,2.037,-16.58
275.769,-4.075,0.778,-24.657
275.789,-5.503,9.172,-20.587
275.809,-12.031,5.725,-15.483
275.829,6.476,13.039,-6.867
275.849,-3.065,-6.944,-11.146
275.869,-3.281,10.138,-6.024
275.889,-10.105,3.702,-15.824
275.909,-9.335,3.635,-1.613
275.929,-13.241,-1.153,-17.22
275.949,-7.368,3.076,-22.191
275.969,-14.282,2.306,-20.265
275.989,-17.602,-9.472,9.301
276.009,-10.107,-9.261,-0.136
276.029,-17.118,-1.399,-11.049
276.049,-17.567,-17.771,-11.665
276.069,-8.345,-16.944,-4.882
276.089,-6.318,-5.846,8.217
276.109,-6.293,-20.786,0.75
276.129,-14.403,-19.154,-11.364
276.149,-7.118,-20.855,-8.775
276.169,-6.602,-21.306,-9.918
276.189,-7.192,-21.765,-17.381
276.209,-15.493,-24.834,-8.851
276.229,-12.815,-10.953,-6.005
276.249,-16.587,-17.059,19.131
276.269,-2.998,-14.922,1.054
276.289,-14.75,-11.972,8.153
276.309,-2.548,-10.907,2.5
276.329,-12.503,-1.691,-0.476
276.349,-13.578,-1.782,7.964
276.369,3.984,4.289,-0.612
276.389,-5.622,8.588,21.294
276.409,-13.996,3.5,4.615
276.429,-5.374,-11.05,16.604
276.449,-3.269,0.973,12.185
276.469,-18.291,0.484,2.064
276.489,12.046,5.022,16.329
276.509,-12.007,2.696,14.235
276.529,-7.068,30.277,17.867
276.549,4.599,-5.036,27.436
276.569,0.056,14.341,28.004
276.589,18.818,13.33,0.072
276.609,9.678,21.069,12.275
276.629,8.383,19.565,20.575
276.649,5.744,15.415,20.7
276.669,9.867,21.357,12.342
276.689,9.251,6.938,4.061
276.709,20.007,12.827,21.981
276.729,18.085,8.491,15.193
276.749,7.425,14.353,-1.68
276.769,17.371,16.063,20.981
276.789,15.088,5.074,3.332
276.809,11.869,29.191,9.287
276.829,16.558,21.346,-2.844
276.849,15.394,14.25,-2.992
276.869,17.997,7.966,-8.395
276.889,4.882,2.509,9.529
276.909,2.443,-1.504,2.906
276.929,30.418,1.424,-11.626
276.949,15.034,4.519,-13.94
276.969,9.095,15.904,10.038
276.989,0.784,10.533,-8.295
277.009,9.432,-7.246,-15.476
277.029,0.431,-16.052,2.592
277.049,-5.735,-14.513,-10.725
277.069,-12.708,-9.51,-11.874
277.089,-3.473,-13.835,-9.119
277.109,-3.759,-9.078,-9.898
277.129,-13.147,-14.603,-6.504
277.149,2.852,-24.073,-25.84
277.169,-19.234,-21.315,-2.075
277.189,-6.634,-9.773,-23.834
277.209,-21.91,-6.266,-18.297
277.229,-13.66,-12.838,-6.371
277.249,-15.411,-12.472,-10.122
277.269,-10.187,-0.65,0.746
277.289,-15.547,-5.125,-26.114
277.309,-5.544,-3.521,-20.395
277.329,-13.224,-17.21,-8.213
277.349,-18.469,-23.952,-8.935
277.369,-12.225,0.455,-24.111
277.389,-13.906,-9.134,-5.335
277.409,-23.256,14.225,-7.291
277.429,-8.723,4.574,-18.041
277.449,-24.885,5.332,-10.838
277.469,-16.969,-0.322,-5.511
277.489,-23.557,7.863,-0.044
277.509,-10.828,0.352,-18.373
277.529,3.68,7.024,-6.861
277.549,-16.482,12.258,-8.614
277.569,-1.974,10.102,-1.07
277.589,-15.717,10.936,-3.7
277.609,-13.094,13.871,-7.87
277.629,-0.067,20.648,-4.21
277.649,-19.787,2.589,-9.288
277.669,-6.478,19.642,-3.232
277.689,-14.626,17.522,5.653
277.709,-5.62,14.7,6.95
277.729,5.113,12.874,0.166
277.749,2.775,5.146,2.36
277.769,-0.734,9.499,7.132
277.789,19.222,6.463,1.154
277.809,21.992,10.496,6.248
277.829,17.17,19.601,-6.426
277.849,-8.362,5.678,9.568
277.869,9.296,3.056,16.104
277.889,3.06,-4.725,12.661
277.909,9.524,-2.187,21.47
277.929,23.303,-8.983,5.017
277.949,4.188,-6.628,4.992
277.969,32.638,2.643,13.74
277.989,24.988,1.973,20.34
278.009,6.282,-12.89,12.678
278.029,5.829,-16.361,6.921
278.049,7.951,-12.898,19.58
278.069,8.427,-3.598,18.141
278.089,24.405,-15.944,20.039
278.109,25.806,-12.15,9.306
278.129,13.373,-10.998,6.441
278.149,6.358,-16.882,13.536
278.169,14.483,-19.216,15.578
278.189,13.38,-18.362,7.929
278.209,12.377,-14.691,3.267
278.229,2.304,-12.811,19.655
278.249,10.507,-1.558,20.79
278.269,8.85,-20.997,13.841
278.289,-4.339,-13.714,6.881
278.309,0.434,-4.848,0.552
278.329,0.746,-13.279,10.575
278.349,-2.808,-8.3,-0.127
278.369,3.234,-6.847,13.983
278.389,0.153,-8.11,-1.486
278.409,-0.194,-6.061,2.435
278.429,5.4,-6.543,0.685
278.449,3.161,0.045,-0.479
278.469,-12.169,-7.864,2.702
278.489,-13.268,-1.904,11.584
278.509,-21.654,6.052,10.272
278.529,-26.105,8.215,3.3
278.549,-10.514,3.841,7.922
278.569,-12.534,1.468,3.056
278.589,-25.986,13.856,-4.453
278.609,-23.65,16.564,-4.343
278.629,-40.879,10.57,-6.483
278.649,-13.957,23.25,-2.719
278.669,-22.59,5.163,-18.267
278.689,-7.891,4.287,-12.269
278.709,-5.803,10.148,-5.421
278.729,-16.037,6.205,-18.106
278.749,-9.785,6.329,-5.988
278.769,-24.09,2.856,-14.259
278.789,-16.011,18.403,-10.566
278.809,-5.522,19.203,-21.538
278.829,-11.658,20.441,-1.669
278.849,-3.867,25.47,-16.539
278.869,-1.113,9.969,-0.38
278.889,-2.223,9.821,-20.228
278.909,-17.261,11.743,-16.405
278.929,-2.205,-4.589,-19.999
278.949,-14.722,15.908,-25.411
278.969,-13.022,2.266,-12.944
278.989,-16.172,5.126,-17.483
279.009,7.815,-4.812,-24.893
279.029,15.936,-11.955,1.267
279.049,-11.643,0.941,-8.3
279.069,-1.338,-2.121,-2.244
279.089,5.304,-7.104,-22.201
279.109,5.151,-4.573,-1.366
279.129,10.527,-8.83,-14.083
279.149,5.487,-16.962,-2.311
279.169,6.918,-11.981,-8.2
279.189,25.174,-10.705,-8.35
279.209,14.98,-26.447,-10.96
279.229,10.735,-13.242,-3.123
279.249,25.812,-13.084,1.174
279.269,8.798,-7.135,-6.056
279.289,29.293,-18.07,-7.264
279.309,12.57,-19.499,3.891
279.329,8.712,-21.194,8.717
279.349,16.546,-19.296,-0.078
279.369,18.039,-12.011,8.294
279.389,14.213,-10.76,7.993
279.409,7.652,-16.591,-4.924
279.429,15.464,-1.263,1.541
279.449,25.431,-2.494,7.301
279.469,0.271,-3.819,8.591
279.489,3.09,1.497,15.802
279.509,-7.453,-1.843,6.756
279.529,4.694,-0.524,21.898
279.549,8.191,-6.069,3.598
279.569,12.214,6.732,10.527
279.589,-8.904,-0.7,12.794
279.609,7.286,13.875,31.019
279.629,-4.62,20.298,7.475
279.649,-3.397,8.929,14.895
279.669,-8.729,7.092,14.789
279.689,-3.736,16.938,22.628
279.709,-10.115,17.493,10.823
279.729,-11.333,12.769,19.157
279.749,-14.469,19.142,19.289
279.769,-18.584,18.269,19.552
279.789,-15.656,16.21,13.483
279.809,-35.514,22.199,12.432
279.829,-24.66,3.723,2.666
279.849,-27.125,22.462,13.223
279.869,-10.448,1.449,6.907
279.889,-4.734,11.277,2.256
279.909,-7.57,15.214,5.819
279.929,-17.88,14.166,-3.306
279.949,-7.68,5.364,1.545
279.969,-21.867,27.787,-0.474
279.989,-2.41,24.055,14.928
280.009,-18.118,1.777,0.35
280.029,-16.549,4.192,7.646
280.049,-4.39,-2.44,11.456
280.069,-15.767,-9.477,-7.487
280.089,-19.16,-7.537,1.84
280.109,-13.394,0.384,-9.339
280.129,-5.978,-10.076,-8.055
280.149,-8.836,-14.719,-7.163
280.169,-4.857,-7.191,-6.529
280.189,-17.54,-24.844,-1.061
280.209,-0.05,-11.069,-13.14
280.229,-4.658,-14.917,-7.759
280.249,-11.241,-4.046,-10.909
280.269,5.362,-14.321,-26.03
280.289,3.621,-9.519,-5.248
280.309,2.648,-15.575,-14.151
280.329,1.444,-13.946,-16.827
280.349,5.78,-16.619,-20.106
280.369,16.721,-16.468,-16.554
280.389,17.943,-6.858,-4.167
280.409,-1.256,-12.101,-12.55
280.429,14.63,-19.92,-17.988
280.449,10.88,-12.579,-12.632
280.469,7.484,-0.52,-28.177
280.489,9.002,-12.533,-16.261
280.509,20.589,-9.092,-7.874
280.529,14.125,-8.534,-11.576
280.549,17.695,-6.467,-8.445
280.569,9.85,3.863,-11.682
280.589,7.864,0.626,-22.206
280.609,5.11,9.415,-20.858
280.629,14.552,-12.109,-21.04
280.649,13.35,8.115,-8.93
280.669,4.228,1.396,-9.499
280.689,13.7,3.558,3.196
280.709,11.908,2.263,-8.044
280.729,2.753,9.863,7.461
280.749,8.596,-4.619,-1.204
280.769,18.31,13.06,-3.506
280.789,7.684,10.164,0.784
280.809,3.488,6.084,-9.563
280.829,14.06,20.152,-3.836
280.849,8.502,18.002,-10.762
280.869,-8.389,7.005,3.389
280.889,-8.424,19.568,-0.447
280.909,-15.72,15.704,-4.979
280.929,-1.839,10.131,-13.494
280.949,-5.516,-5.892,-5.683
280.969,-5.592,10.479,10.112
280.989,-23.691,12.946,4.776
281.009,-13.189,-0.673,11.639
281.029,-2.143,9.988,-2.561
281.049,-29.707,-6.431,2.375
281.069,-14.059,13.134,-2.527
281.089,-15.067,-10.183,22.721
281.109,-25.411,-13.275,15.75
281.129,-22.206,-5.199,8.388
281.149,-18.09,-8.7,3.024
281.169,-13.825,-2.98,13.454
281.189,-5.438,-22.663,-0.313
281.209,-17.829,-12.941,18.335
281.229,-12.339,-9.266,11.868
281.249,-27.935,-21.776,25.116
281.269,-13.786,-12.684,17.528
281.289,-7.792,-18.56,10.632
281.309,-21.783,-16.67,-5.052
281.329,-13.095,-24.298,26.91
281.349,-34.762,-23.995,10.63
281.369,-3.279,-12.63,16.763
281.389,-3.429,-21.441,11.317
281.409,-12.021,-5.593,13.023
281.429,-4.873,-8.536,3.848
281.449,-12.102,-26.865,2.351
281.469,7.985,-9.223,-3.516
281.489,5.728,-20.682,12.391
281.509,10.238,-8.851,15.358
281.529,-9.935,-0.346,20.11
281.549,-4.037,-0.856,-1.42
281.569,4.129,-0.573,-0.501
281.589,17.583,-21.798,6.524
281.609,4.493,-13.659,2.596
281.629,12.642,-6.596,-0.418
281.649,8.825,8.023,-1.788
281.669,2.415,0.316,-6.539
281.689,19.419,-11.244,-3.332
281.709,19.809,10.347,-0.92
281.729,16.081,-3.096,-28.255
281.749,22.51,12.496,-11.387
281.769,10.517,2.602,4.209
281.789,21.066,5.819,-4.269
281.809,16.974,14.43,-16.642
281.829,19.754,16.655,-10.294
281.849,12.411,8.957,-7.757
281.869,20.121,19.219,-13.06
281.889,5.446,8.685,1.316
281.909,9.894,13.561,-25.982
281.929,14.806,16.453,-17.455
281.949,10.119,9.315,-15.377
281.969,-4.572,18.676,-18.246
281.989,12.261,1.677,-20.04
282.009,4.715,14.158,-21.645
282.029,13.899,17.02,1.503
282.049,14.647,5.987,-15.092
282.069,-0.131,3.217,-8.623
282.089,5.963,6.491,-15.427
282.109,-0.846,12.978,-7.361
282.129,-14.075,2.876,-17.356
282.149,-8.607,-3.293,-0.901
282.169,-1.571,3.348,-23.714
282.189,-11.53,6.102,-15.331
282.209,-1.406,-4.398,-15.775
282.229,-2.462,-4.177,-2.601
282.249,-1.576,-22.01,-17.41
282.269,-7.303,-9.838,-11.921
282.289,-4.992,-9.595,-8.76
282.309,-21.152,-11.862,-8.749
282.329,-11.144,-29.431,-18.158
282.349,-9.58,-21.771,-7.631
282.369,-11.449,-24.026,2.077
282.389,-21.749,-8.008,-6.083
282.409,-23.137,-16.253,1.857
282.429,-16.495,-10.029,5.635
282.449,-2.693,-22.353,8.908
282.469,-8.273,-16.947,7.504
282.489,-28.456,-10.829,10.437
282.509,-23.514,-18.513,7.999
282.529,-11.984,-3.118,0.277
282.549,-12.217,-5.576,8.831
282.569,-25.142,-10.137,4.922
282.589,-19.574,-5.65,8.601
282.609,-9.457,-5.803,24.233
282.629,-15.543,4.728,24.11
282.649,-11.973,6.032,1.459
282.669,5.918,3.735,8.734
282.689,-6.201,4.365,12.306
282.709,-8.699,-6.138,14.519
282.729,6.381,5.314,13.078
282.749,0.199,-4.117,24.743
282.769,-2.304,0.758,7.324
282.789,11.76,8.233,16.676
282.809,5.715,6.564,16.648
282.829,-5.535,11.386,23.015
282.849,10.488,22.782,18.946
282.869,4.985,5.816,16.348
282.889,4.391,12.359,25.453
282.909,6.707,11.737,20.512
282.929,12.306,22.975,19.878
282.949,11.162,17.891,26.345
282.969,22.989,18.712,6.901
282.989,6.675,32.806,16.486
283.009,21.393,15.535,16.992
283.029,8.246,5.356,5.772
283.049,-1.59,7.305,11.5
283.069,12.293,5.917,5.883
283.089,27.348,7.273,-2.277
283.109,13.683,10.662,7.043
283.129,19.124,-7.546,4.835
283.149,15.872,-5.149,-1.19
283.169,14.101,9.443,-8.511
283.189,5.709,-1.233,4.862
283.209,11.046,0.246,-9.847
283.229,19.524,5.09,1.007
283.249,-8.688,-11.496,-4.109
283.269,-0.342,-5.574,-5.954
283.289,9.748,-5.061,-1.764
283.309,8.339,-10.513,-0.458
283.329,15.983,-7.481,-5.723
283.349,-1.592,-14.9,-7.927
283.369,16.491,-12.079,-15.783
283.389,-8.528,-10.952,-10.679
283.409,-8.511,-8.362,-12.394
283.429,-17.468,-19.127,-16.264
283.449,-16.061,-25.807,-10.066
283.469,-12.645,-16.848,-5.922
283.489,-9.653,-21.188,-23.154
283.509,-13.03,-19.972,-5.883
283.529,-18.706,-11.305,-10.962
283.549,-14.048,-9.36,-14.67
283.569,-15.543,-21.487,-10.822
283.589,2.331,-15.586,-28.688
283.609,-18.449,-23.917,-6.5
283.629,-11.562,-13.639,-24.83
283.649,-16.164,-4.762,-12.024
283.669,0.73,-9.867,-12.798
283.689,-13.347,1.347,-8.731
283.709,-4.682,4.919,-11.773
283.729,-4.963,9.82,-2.554
283.749,-28.001,10.699,3.289
283.769,-15.035,8.68,-8.304
283.789,-15.335,6.607,-11.636
283.809,-25.342,12.502,-7.039
283.829,-23.193,4.027,-8.909
283.849,-6.59,0.217,-7.44
283.869,1.453,8.674,-6.507
283.889,-9.22,18.903,-11.018
283.909,-15.54,2.822,-7.451
283.929,-0.631,13.283,-4.583
283.949,-4.484,15.871,-9.802
283.969,-4.172,12.76,5.318
283.989,-3.572,20.93,-12.591
284.009,-16.481,21.295,10.011
284.029,6.199,12.26,0.079
284.049,15.144,9.121,-5.907
284.069,0.793,-1.136,11.395
284.089,26.717,17.176,10.464
284.109,6.727,-5.844,5.475
284.129,-11.311,17.012,21.41
284.149,20.075,25.646,15.93
284.169,14.076,-2.441,7.703
284.189,16.12,2.543,10.523
284.209,10.123,6.426,24.66
284.229,6.896,2.519,17.932
284.249,17.846,-1.265,0.42
284.269,8.0,-2.346,27.044
284.289,12.665,-11.912,24.513
284.309,2.09,-10.44,16.528
284.329,21.823,-7.359,9.859
284.349,3.936,-23.012,14.118
284.369,22.622,-2.443,3.731
284.389,12.078,-13.726,10.318
284.409,13.088,-15.053,6.304
284.429,13.879,-11.645,26.527
284.449,16.439,-23.57,13.923
284.469,15.677,-16.843,-5.704
284.489,7.921,-3.357,14.83
284.509,11.987,-11.15,14.813
284.529,-2.097,-4.202,14.085
284.549,-2.92,-7.805,22.518
284.569,2.949,-11.889,5.843
284.589,-2.977,-19.318,13.599
284.609,-12.243,-17.809,8.45
284.629,4.04,-15.262,9.841
284.649,-2.96,-14.515,4.156
284.669,-18.437,-2.479,9.544
284.689,-11.123,-7.283,4.055
284.709,-0.109,-4.047,6.38
284.729,-15.919,0.786,3.592
284.749,-10.603,-8.041,0.192
284.769,-15.914,0.082,1.692
284.789,-10.373,2.61,-0.684
284.809,-16.768,-0.504,-0.068
284.829,-9.012,-1.331,-7.104
284.849,0.051,5.305,-6.125
284.869,-19.708,1.008,-17.302
284.889,-4.554,18.195,-13.454
284.909,-6.86,6.651,-20.339
284.929,-17.188,9.123,-14.937
284.949,-13.209,12.82,-0.319
284.969,-15.472,5.613,-16.337
284.989,-26.379,29.521,2.24
